Buffer Size,Algorithm Type,Input File,Seconds
-1,-1,-1,0.833
-1,-1,-1,0.878
-1,-1,-1,0.681
-1,-1,-1,0.716
-1,-1,-1,0.875
-1,-1,-1,0.863
-1,-1,-1,0.842
-1,-1,-1,0.819
-1,-1,-1,0.698
-1,-1,-1,0.851
-1,-1,-1,0.833
-1,-1,-1,0.677
-1,-1,-1,0.857
-1,-1,-1,0.835
-1,-1,-1,0.674
-1,-1,-1,0.738
-1,-1,-1,0.852
-1,-1,-1,0.864
-1,-1,-1,0.875
-1,-1,-1,0.866
-1,-1,-1,0.854
-1,-1,-1,0.84
-1,-1,-1,0.652
-1,-1,-1,0.715
-1,-1,-1,0.855
-1,-1,-1,0.909
-1,-1,-1,0.857
-1,-1,-1,0.868
-1,-1,-1,0.845
-1,-1,-1,0.818
-1,-1,-1,0.842
-1,-1,-1,0.848
-1,-1,-1,0.857
-1,-1,-1,0.81
-1,-1,-1,0.839
-1,-1,-1,0.821
-1,-1,-1,0.878
-1,-1,-1,0.859
-1,-1,-1,0.691
-1,-1,-1,0.856
-1,-1,-1,0.808
-1,-1,-1,0.833
-1,-1,-1,0.833
-1,-1,-1,0.825
-1,-1,-1,0.712
-1,-1,-1,0.869
-1,-1,-1,0.773
-1,-1,-1,0.72
-1,-1,-1,0.884
-1,-1,-1,0.828
-1,-1,-1,0.699
-1,-1,-1,0.716
-1,-1,-1,0.857
-1,-1,-1,0.917
-1,-1,-1,0.815
-1,-1,-1,0.837
-1,-1,-1,0.734
-1,-1,-1,0.852
-1,-1,-1,0.864
-1,-1,-1,0.866
-1,-1,-1,0.86
-1,-1,-1,0.713
-1,-1,-1,0.833
-1,-1,-1,0.832
-1,-1,-1,0.675
-1,-1,-1,0.711
-1,-1,-1,0.859
-1,-1,-1,0.862
-1,-1,-1,0.817
-1,-1,-1,0.885
-1,-1,-1,0.709
-1,-1,-1,0.831
-1,-1,-1,0.84
-1,-1,-1,0.811
-1,-1,-1,0.834
-1,-1,-1,0.856
-1,-1,-1,0.819
-1,-1,-1,0.915
-1,-1,-1,0.822
-1,-1,-1,0.791
-1,-1,-1,0.838
-1,-1,-1,0.758
-1,-1,-1,0.877
-1,-1,-1,0.656
-1,-1,-1,0.708
-1,-1,-1,0.874
-1,-1,-1,0.876
-1,-1,-1,0.852
-1,-1,-1,0.896
-1,-1,-1,0.682
-1,-1,-1,0.826
-1,-1,-1,0.817
-1,-1,-1,0.818
-1,-1,-1,0.861
-1,-1,-1,0.807
-1,-1,-1,0.841
-1,-1,-1,0.854
-1,-1,-1,0.829
-1,-1,-1,0.833
-1,-1,-1,0.837
-1,-1,-1,0.849
-1,-1,-1,0.824
-1,-1,-1,0.819
-1,-1,-1,0.747
-1,-1,-1,0.842
-1,-1,-1,0.85
-1,-1,-1,0.866
-1,-1,-1,0.839
-1,-1,-1,0.798
-1,-1,-1,0.837
-1,-1,-1,0.863
-1,-1,-1,0.694
-1,-1,-1,0.664
-1,-1,-1,0.838
-1,-1,-1,0.868
-1,-1,-1,0.847
-1,-1,-1,0.854
-1,-1,-1,0.688
-1,-1,-1,0.85
-1,-1,-1,0.889
-1,-1,-1,0.686
-1,-1,-1,0.724
-1,-1,-1,0.831
-1,-1,-1,0.828
-1,-1,-1,0.856
-1,-1,-1,0.878
-1,-1,-1,0.705
-1,-1,-1,0.828
-1,-1,-1,0.886
-1,-1,-1,0.789
-1,-1,-1,0.849
-1,-1,-1,0.871
-1,-1,-1,0.9
-1,-1,-1,0.838
-1,-1,-1,0.852
-1,-1,-1,0.902
-1,-1,-1,0.704
-1,-1,-1,0.849
-1,-1,-1,0.851
-1,-1,-1,0.702
-1,-1,-1,0.697
-1,-1,-1,0.843
-1,-1,-1,0.839
-1,-1,-1,0.86
-1,-1,-1,0.832
-1,-1,-1,0.718
-1,-1,-1,0.817
-1,-1,-1,0.841
-1,-1,-1,0.725
-1,-1,-1,0.814
-1,-1,-1,0.852
-1,-1,-1,0.673
-1,-1,-1,0.735
-1,-1,-1,0.893
-1,-1,-1,0.849
-1,-1,-1,0.844
-1,-1,-1,0.874
-1,-1,-1,0.844
-1,-1,-1,0.816
-1,-1,-1,0.822
-1,-1,-1,0.861
-1,-1,-1,0.868
-1,-1,-1,0.821
-1,-1,-1,0.818
-1,-1,-1,0.835
-1,-1,-1,0.817
-1,-1,-1,0.838
-1,-1,-1,0.85
-1,-1,-1,0.771
-1,-1,-1,0.812
-1,-1,-1,0.712
-1,-1,-1,0.754
-1,-1,-1,0.876
-1,-1,-1,0.854
-1,-1,-1,0.786
-1,-1,-1,0.778
-1,-1,-1,0.724
-1,-1,-1,0.838
-1,-1,-1,0.854
-1,-1,-1,0.727
-1,-1,-1,0.877
-1,-1,-1,0.841
-1,-1,-1,0.866
-1,-1,-1,0.834
-1,-1,-1,0.818
-1,-1,-1,0.835
-1,-1,-1,0.848
-1,-1,-1,0.701
-1,-1,-1,0.836
-1,-1,-1,0.791
-1,-1,-1,0.686
-1,-1,-1,0.68
-1,-1,-1,0.861
-1,-1,-1,0.887
-1,-1,-1,0.863
-1,-1,-1,0.845
-1,-1,-1,0.847
-1,-1,-1,0.849
-1,-1,-1,0.842
-1,-1,-1,0.799
-1,-1,-1,0.861
-1,-1,-1,0.84
-1,-1,-1,0.889
-1,-1,-1,0.881
-1,-1,-1,0.94
-1,-1,-1,0.833
-1,-1,-1,0.822
-1,-1,-1,0.848
-1,-1,-1,0.847
-1,-1,-1,0.839
-1,-1,-1,0.784
-1,-1,-1,0.831
-1,-1,-1,0.855
-1,-1,-1,0.84
-1,-1,-1,0.823
-1,-1,-1,0.845
-1,-1,-1,0.858
-1,-1,-1,0.806
-1,-1,-1,0.828
-1,-1,-1,0.819
-1,-1,-1,0.864
-1,-1,-1,0.836
-1,-1,-1,0.824
-1,-1,-1,0.813
-1,-1,-1,0.843
-1,-1,-1,0.852
-1,-1,-1,0.878
-1,-1,-1,0.878
-1,-1,-1,0.851
-1,-1,-1,0.852
-1,-1,-1,0.845
-1,-1,-1,0.864
-1,-1,-1,0.793
-1,-1,-1,0.845
-1,-1,-1,0.754
-1,-1,-1,0.778
-1,-1,-1,0.859
-1,-1,-1,0.882
-1,-1,-1,0.845
-1,-1,-1,0.833
-1,-1,-1,0.824
-1,-1,-1,0.837
-1,-1,-1,0.81
-1,-1,-1,0.833
-1,-1,-1,0.846
-1,-1,-1,0.862
-1,-1,-1,0.838
-1,-1,-1,0.855
-1,-1,-1,0.873
-1,-1,-1,0.841
-1,-1,-1,0.869
-1,-1,-1,0.773
-1,-1,-1,0.785
-1,-1,-1,0.795
-1,-1,-1,0.774
-1,-1,-1,0.847
-1,-1,-1,0.833
-1,-1,-1,0.86
-1,-1,-1,0.886
-1,-1,-1,0.84
-1,-1,-1,0.838
-1,-1,-1,0.841
-1,-1,-1,0.832
-1,-1,-1,0.821
-1,-1,-1,0.902
-1,-1,-1,0.844
-1,-1,-1,0.819
-1,-1,-1,0.829
-1,-1,-1,0.863
-1,-1,-1,0.849
-1,-1,-1,0.847
-1,-1,-1,0.807
-1,-1,-1,0.816
-1,-1,-1,0.853
-1,-1,-1,0.827
-1,-1,-1,0.8
-1,-1,-1,0.855
-1,-1,-1,0.857
-1,-1,-1,0.876
-1,-1,-1,0.842
-1,-1,-1,0.863
-1,-1,-1,0.871
-1,-1,-1,0.843
-1,-1,-1,0.859
-1,-1,-1,0.83
-1,-1,-1,0.852
-1,-1,-1,0.827
-1,-1,-1,0.821
-1,-1,-1,0.864
-1,-1,-1,0.865
-1,-1,-1,0.853
-1,-1,-1,0.804
-1,-1,-1,0.814
-1,-1,-1,0.866
-1,-1,-1,0.85
-1,-1,-1,0.861
-1,-1,-1,0.81
-1,-1,-1,0.867
-1,-1,-1,0.873
-1,-1,-1,0.849
-1,-1,-1,0.871
-1,-1,-1,0.827
-1,-1,-1,0.803
-1,-1,-1,0.858
-1,-1,-1,0.862
-1,-1,-1,0.832
-1,-1,-1,0.833
-1,-1,-1,0.853
-1,-1,-1,0.826
-1,-1,-1,0.827
-1,-1,-1,0.882
-1,-1,-1,0.839
-1,-1,-1,0.839
-1,-1,-1,0.849
-1,-1,-1,0.841
-1,-1,-1,0.85
-1,-1,-1,0.825
-1,-1,-1,0.857
-1,-1,-1,0.849
-1,-1,-1,0.828
-1,-1,-1,0.833
-1,-1,-1,0.859
-1,-1,-1,0.862
-1,-1,-1,0.842
-1,-1,-1,0.841
-1,-1,-1,0.837
-1,-1,-1,0.867
-1,-1,-1,0.865
-1,-1,-1,0.905
-1,-1,-1,0.878
-1,-1,-1,0.833
-1,-1,-1,0.85
-1,-1,-1,0.875
-1,-1,-1,0.844
-1,-1,-1,0.855
-1,-1,-1,0.863
-1,-1,-1,0.88
-1,-1,-1,0.763
-1,-1,-1,0.839
-1,-1,-1,0.862
-1,-1,-1,0.841
-1,-1,-1,0.825
-1,-1,-1,0.855
-1,-1,-1,0.863
-1,-1,-1,0.852
-1,-1,-1,0.85
-1,-1,-1,0.863
-1,-1,-1,0.85
-1,-1,-1,0.882
-1,-1,-1,0.857
-1,-1,-1,0.838
-1,-1,-1,0.856
-1,-1,-1,0.849
-1,-1,-1,0.882
-1,-1,-1,0.819
-1,-1,-1,0.855
-1,-1,-1,0.874
-1,-1,-1,0.883
-1,-1,-1,0.871
-1,-1,-1,0.849
-1,-1,-1,0.88
-1,-1,-1,0.851
-1,-1,-1,0.854
-1,-1,-1,0.838
-1,-1,-1,0.867
-1,-1,-1,0.856
-1,-1,-1,0.851
-1,-1,-1,0.849
-1,-1,-1,0.858
-1,-1,-1,0.833
-1,-1,-1,0.88
-1,-1,-1,0.853
-1,-1,-1,0.825
-1,-1,-1,0.849
-1,-1,-1,0.841
-1,-1,-1,0.858
-1,-1,-1,0.856
-1,-1,-1,0.764
-1,-1,-1,0.864
-1,-1,-1,0.849
-1,-1,-1,0.83
-1,-1,-1,0.875
-1,-1,-1,0.859
-1,-1,-1,0.835
-1,-1,-1,0.903
-1,-1,-1,0.85
-1,-1,-1,0.853
-1,-1,-1,0.833
-1,-1,-1,0.881
-1,-1,-1,0.875
-1,-1,-1,0.868
-1,-1,-1,0.856
-1,-1,-1,0.83
-1,-1,-1,0.862
-1,-1,-1,0.847
-1,-1,-1,0.84
-1,-1,-1,0.849
-1,-1,-1,0.855
-1,-1,-1,0.797
-1,-1,-1,0.852
-1,-1,-1,0.84
-1,-1,-1,0.851
-1,-1,-1,0.841
-1,-1,-1,0.863
-1,-1,-1,0.842
-1,-1,-1,0.89
-1,-1,-1,0.875
-1,-1,-1,0.859
-1,-1,-1,0.843
-1,-1,-1,0.847
-1,-1,-1,0.834
-1,-1,-1,0.836
-1,-1,-1,0.835
-1,-1,-1,0.887
-1,-1,-1,0.854
-1,-1,-1,0.826
-1,-1,-1,0.876
-1,-1,-1,0.865
-1,-1,-1,0.835
-1,-1,-1,0.852
-1,-1,-1,0.858
-1,-1,-1,0.879
-1,-1,-1,0.83
-1,-1,-1,0.871
-1,-1,-1,0.737
-1,-1,-1,0.891
-1,-1,-1,0.851
-1,-1,-1,0.847
-1,-1,-1,0.833
-1,-1,-1,0.874
-1,-1,-1,0.861
-1,-1,-1,0.868
-1,-1,-1,0.848
-1,-1,-1,0.882
-1,-1,-1,0.695
-1,-1,-1,0.837
-1,-1,-1,0.874
-1,-1,-1,0.77
-1,-1,-1,0.703
-1,-1,-1,0.875
-1,-1,-1,0.852
-1,-1,-1,0.875
-1,-1,-1,0.865
-1,-1,-1,0.886
-1,-1,-1,0.853
-1,-1,-1,0.837
-1,-1,-1,0.853
-1,-1,-1,0.836
-1,-1,-1,0.77
-1,-1,-1,0.83
-1,-1,-1,0.848
-1,-1,-1,0.798
-1,-1,-1,0.85
-1,-1,-1,0.84
-1,-1,-1,0.842
-1,-1,-1,0.84
-1,-1,-1,0.84
-1,-1,-1,0.84
-1,-1,-1,0.872
-1,-1,-1,0.884
-1,-1,-1,0.889
-1,-1,-1,0.88
-1,-1,-1,0.861
-1,-1,-1,0.83
-1,-1,-1,0.894
-1,-1,-1,0.871
-1,-1,-1,0.838
-1,-1,-1,0.853
-1,-1,-1,0.871
-1,-1,-1,0.875
-1,-1,-1,0.86
-1,-1,-1,0.794
-1,-1,-1,0.859
-1,-1,-1,0.838
-1,-1,-1,0.837
-1,-1,-1,0.846
-1,-1,-1,0.867
-1,-1,-1,0.856
-1,-1,-1,0.86
-1,-1,-1,0.841
-1,-1,-1,0.853
-1,-1,-1,0.779
-1,-1,-1,0.844
-1,-1,-1,0.906
-1,-1,-1,0.848
-1,-1,-1,0.853
-1,-1,-1,0.851
-1,-1,-1,0.853
-1,-1,-1,0.855
-1,-1,-1,0.855
-1,-1,-1,0.861
-1,-1,-1,0.847
-1,-1,-1,0.832
-1,-1,-1,0.861
-1,-1,-1,0.893
-1,-1,-1,0.835
-1,-1,-1,0.854
-1,-1,-1,0.869
-1,-1,-1,0.855
-1,-1,-1,0.839
-1,-1,-1,0.861
-1,-1,-1,0.863
-1,-1,-1,0.871
-1,-1,-1,0.835
-1,-1,-1,0.839
-1,-1,-1,0.857
-1,-1,-1,0.835
-1,-1,-1,0.833
-1,-1,-1,0.877
-1,-1,-1,0.835
-1,-1,-1,0.865
-1,-1,-1,0.83
-1,-1,-1,0.841
-1,-1,-1,0.836
-1,-1,-1,0.833
-1,-1,-1,0.85
-1,-1,-1,0.884
-1,-1,-1,0.865
-1,-1,-1,0.816
-1,-1,-1,0.83
-1,-1,-1,0.844
-1,-1,-1,0.855
-1,-1,-1,0.863
-1,-1,-1,0.849
-1,-1,-1,0.856
-1,-1,-1,0.879
-1,-1,-1,0.848
-1,-1,-1,0.855
-1,-1,-1,0.863
-1,-1,-1,0.814
-1,-1,-1,0.867
-1,-1,-1,0.85
-1,-1,-1,0.875
-1,-1,-1,0.891
-1,-1,-1,0.871
-1,-1,-1,0.868
-1,-1,-1,0.829
-1,-1,-1,0.823
-1,-1,-1,0.775
-1,-1,-1,0.872
-1,-1,-1,0.925
-1,-1,-1,0.883
-1,-1,-1,0.858
-1,-1,-1,0.874
-1,-1,-1,0.867
-1,-1,-1,0.854
-1,-1,-1,0.884
-1,-1,-1,0.863
-1,-1,-1,0.889
-1,-1,-1,0.877
-1,-1,-1,0.886
-1,-1,-1,0.841
-1,-1,-1,0.877
-1,-1,-1,0.871
-1,-1,-1,0.794
-1,-1,-1,0.853
-1,-1,-1,0.857
-1,-1,-1,0.853
-1,-1,-1,0.883
-1,-1,-1,0.88
-1,-1,-1,0.891
-1,-1,-1,0.856
-1,-1,-1,0.838
-1,-1,-1,0.887
-1,-1,-1,0.818
-1,-1,-1,0.878
-1,-1,-1,0.803
-1,-1,-1,0.889
-1,-1,-1,0.88
-1,-1,-1,0.866
-1,-1,-1,0.873
-1,-1,-1,0.917
-1,-1,-1,0.907
-1,-1,-1,0.798
-1,-1,-1,0.953
-1,-1,-1,0.857
-1,-1,-1,0.877
-1,-1,-1,0.891
-1,-1,-1,0.872
-1,-1,-1,0.879
-1,-1,-1,0.879
-1,-1,-1,0.872
-1,-1,-1,0.837
-1,-1,-1,0.88
-1,-1,-1,0.879
-1,-1,-1,0.894
-1,-1,-1,0.864
-1,-1,-1,0.88
-1,-1,-1,0.879
-1,-1,-1,0.854
-1,-1,-1,0.859
-1,-1,-1,0.877
-1,-1,-1,0.848
-1,-1,-1,0.832
-1,-1,-1,0.871
-1,-1,-1,0.852
-1,-1,-1,0.854
-1,-1,-1,0.873
-1,-1,-1,0.883
-1,-1,-1,0.877
-1,-1,-1,0.898
-1,-1,-1,0.906
-1,-1,-1,0.911
-1,-1,-1,0.933
-1,-1,-1,0.921
-1,-1,-1,0.922
-1,-1,-1,0.909
-1,-1,-1,0.939
-1,-1,-1,0.923
-1,-1,-1,0.922
-1,-1,-1,0.991
-1,-1,-1,0.958
-1,-1,-1,0.869
-1,-1,-1,0.927
-1,-1,-1,0.959
-1,-1,-1,0.976
-1,-1,-1,0.862
-1,-1,-1,0.944
-1,-1,-1,0.959
-1,-1,-1,0.948
-1,-1,-1,0.915
-1,-1,-1,0.936
-1,-1,-1,0.888
-1,-1,-1,0.907
-1,-1,-1,0.937
-1,-1,-1,0.9
-1,-1,-1,0.928
-1,-1,-1,0.919
-1,-1,-1,0.927
-1,-1,-1,0.854
-1,-1,-1,0.95
-1,-1,-1,0.942
-1,-1,-1,0.902
-1,-1,-1,0.965
-1,-1,-1,0.91
-1,-1,-1,0.95
-1,-1,-1,0.977
-1,-1,-1,0.901
-1,-1,-1,0.913
-1,-1,-1,0.9
-1,-1,-1,0.905
-1,-1,-1,0.941
-1,-1,-1,0.872
-1,-1,-1,0.942
-1,-1,-1,0.973
-1,-1,-1,0.962
-1,-1,-1,0.946
-1,-1,-1,0.878
-1,-1,-1,0.931
-1,-1,-1,0.936
-1,-1,-1,0.929
-1,-1,-1,0.847
-1,-1,-1,0.953
-1,-1,-1,0.854
-1,-1,-1,0.96
-1,-1,-1,0.921
-1,-1,-1,0.929
-1,-1,-1,0.936
-1,-1,-1,0.911
-1,-1,-1,0.866
-1,-1,-1,0.867
-1,-1,-1,0.9
-1,-1,-1,0.926
-1,-1,-1,0.946
-1,-1,-1,0.95
-1,-1,-1,0.972
-1,-1,-1,0.94
-1,-1,-1,0.865
-1,-1,-1,0.882
-1,-1,-1,0.946
-1,-1,-1,0.935
-1,-1,-1,0.89
-1,-1,-1,0.966
-1,-1,-1,0.89
-1,-1,-1,0.918
-1,-1,-1,0.918
-1,-1,-1,0.862
-1,-1,-1,0.902
-1,-1,-1,0.923
-1,-1,-1,0.925
-1,-1,-1,0.895
-1,-1,-1,0.948
-1,-1,-1,0.92
-1,-1,-1,0.859
-1,-1,-1,0.896
-1,-1,-1,0.92
-1,-1,-1,0.856
-1,-1,-1,0.943
-1,-1,-1,0.958
-1,-1,-1,0.905
-1,-1,-1,0.848
-1,-1,-1,0.914
-1,-1,-1,0.833
-1,-1,-1,0.926
-1,-1,-1,0.714
-1,-1,-1,0.926
-1,-1,-1,0.752
-1,-1,-1,0.764
-1,-1,-1,0.809
-1,-1,-1,0.745
-1,-1,-1,0.948
-1,-1,-1,0.734
-1,-1,-1,1.003
-1,-1,-1,0.794
-1,-1,-1,0.723
-1,-1,-1,0.849
-1,-1,-1,0.735
-1,-1,-1,0.961
-1,-1,-1,0.793
-1,-1,-1,0.95
-1,-1,-1,0.778
-1,-1,-1,0.991
-1,-1,-1,0.752
-1,-1,-1,0.945
-1,-1,-1,0.76
-1,-1,-1,0.999
-1,-1,-1,0.772
-1,-1,-1,1.014
-1,-1,-1,1.07
-1,-1,-1,0.835
-1,-1,-1,1.025
-1,-1,-1,0.87
-1,-1,-1,0.88
-1,-1,-1,0.814
-1,-1,-1,0.821
-1,-1,-1,1.068
-1,-1,-1,0.863
-1,-1,-1,0.921
-1,-1,-1,0.92
-1,-1,-1,0.958
-1,-1,-1,0.943
-1,-1,-1,1.159
-1,-1,-1,0.908
-1,-1,-1,0.942
-1,-1,-1,0.946
-1,-1,-1,0.848
-1,-1,-1,0.863
-1,-1,-1,0.895
-1,-1,-1,0.804
-1,-1,-1,0.983
-1,-1,-1,0.75
-1,-1,-1,0.758
-1,-1,-1,0.788
-1,-1,-1,0.766
-1,-1,-1,0.966
-1,-1,-1,0.757
-1,-1,-1,0.966
-1,-1,-1,0.764
-1,-1,-1,0.927
-1,-1,-1,0.748
-1,-1,-1,0.935
-1,-1,-1,0.777
-1,-1,-1,0.967
-1,-1,-1,0.794
-1,-1,-1,0.756
-1,-1,-1,0.828
-1,-1,-1,0.752
-1,-1,-1,0.961
-1,-1,-1,0.749
-1,-1,-1,0.928
-1,-1,-1,0.766
-1,-1,-1,0.884
-1,-1,-1,0.767
-1,-1,-1,0.755
-1,-1,-1,0.815
-1,-1,-1,0.74
-1,-1,-1,0.917
-1,-1,-1,0.766
-1,-1,-1,0.703
-1,-1,-1,0.955
-1,-1,-1,0.802
-1,-1,-1,0.759
-1,-1,-1,0.762
-1,-1,-1,0.736
-1,-1,-1,1.003
-1,-1,-1,0.784
-1,-1,-1,0.98
-1,-1,-1,0.849
-1,-1,-1,0.853
-1,-1,-1,0.804
-1,-1,-1,0.827
-1,-1,-1,0.826
-1,-1,-1,0.895
-1,-1,-1,0.833
-1,-1,-1,0.834
-1,-1,-1,0.837
-1,-1,-1,0.875
-1,-1,-1,0.842
-1,-1,-1,0.849
-1,-1,-1,0.788
-1,-1,-1,1.007
-1,-1,-1,1.029
-1,-1,-1,0.791
-1,-1,-1,1.024
-1,-1,-1,0.786
-1,-1,-1,0.861
-1,-1,-1,0.8
-1,-1,-1,0.832
-1,-1,-1,0.81
-1,-1,-1,0.856
-1,-1,-1,0.811
-1,-1,-1,0.841
-1,-1,-1,0.879
-1,-1,-1,0.758
-1,-1,-1,0.843
-1,-1,-1,0.827
-1,-1,-1,0.919
-1,-1,-1,0.842
-1,-1,-1,0.836
-1,-1,-1,1.047
-1,-1,-1,0.91
-1,-1,-1,0.888
-1,-1,-1,0.847
-1,-1,-1,0.89
-1,-1,-1,0.819
-1,-1,-1,0.862
-1,-1,-1,0.821
-1,-1,-1,0.889
-1,-1,-1,0.824
-1,-1,-1,0.8
-1,-1,-1,0.871
-1,-1,-1,1.005
-1,-1,-1,0.941
-1,-1,-1,0.839
-1,-1,-1,0.794
-1,-1,-1,0.751
-1,-1,-1,1.015
-1,-1,-1,0.813
-1,-1,-1,0.953
-1,-1,-1,0.78
-1,-1,-1,0.976
-1,-1,-1,0.813
-1,-1,-1,0.775
-1,-1,-1,0.837
-1,-1,-1,0.821
-1,-1,-1,0.978
-1,-1,-1,0.965
-1,-1,-1,0.78
-1,-1,-1,0.853
-1,-1,-1,0.833
-1,-1,-1,0.781
-1,-1,-1,1.012
-1,-1,-1,0.953
-1,-1,-1,0.889
-1,-1,-1,0.801
-1,-1,-1,0.753
-1,-1,-1,0.971
-1,-1,-1,0.993
-1,-1,-1,0.977
-1,-1,-1,0.775
-1,-1,-1,0.832
-1,-1,-1,0.84
-1,-1,-1,0.883
-1,-1,-1,0.851
-1,-1,-1,0.895
-1,-1,-1,1.044
-1,-1,-1,0.829
-1,-1,-1,1.017
-1,-1,-1,0.8
-1,-1,-1,1.044
-1,-1,-1,1.029
-1,-1,-1,0.912
-1,-1,-1,1.052
-1,-1,-1,1.008
-1,-1,-1,0.804
-1,-1,-1,0.988
-1,-1,-1,0.804
-1,-1,-1,1.049
-1,-1,-1,1.048
-1,-1,-1,1.052
-1,-1,-1,0.834
-1,-1,-1,1.082
-1,-1,-1,0.962
-1,-1,-1,0.801
-1,-1,-1,0.828
-1,-1,-1,0.842
-1,-1,-1,1.028
-1,-1,-1,0.818
-1,-1,-1,0.811
-1,-1,-1,0.823
-1,-1,-1,0.838
-1,-1,-1,0.796
-1,-1,-1,0.929
-1,-1,-1,1.022
-1,-1,-1,0.879
-1,-1,-1,1.053
-1,-1,-1,0.85
-1,-1,-1,0.862
-1,-1,-1,0.796
-1,-1,-1,1.03
-1,-1,-1,0.938
-1,-1,-1,0.894
-1,-1,-1,1.018
-1,-1,-1,0.856
-1,-1,-1,0.958
-1,-1,-1,0.989
-1,-1,-1,0.743
-1,-1,-1,0.976
-1,-1,-1,0.779
-1,-1,-1,0.979
-1,-1,-1,0.761
-1,-1,-1,0.798
-1,-1,-1,0.845
-1,-1,-1,0.967
-1,-1,-1,0.764
-1,-1,-1,0.857
-1,-1,-1,0.821
-1,-1,-1,1.015
-1,-1,-1,0.793
-1,-1,-1,1.027
-1,-1,-1,0.799
-1,-1,-1,0.871
-1,-1,-1,0.909
-1,-1,-1,0.838
-1,-1,-1,0.858
-1,-1,-1,1.0
-1,-1,-1,0.835
-1,-1,-1,1.022
-1,-1,-1,0.834
-1,-1,-1,1.011
-1,-1,-1,1.005
-1,-1,-1,0.786
-1,-1,-1,0.788
-1,-1,-1,0.959
-1,-1,-1,1.003
-1,-1,-1,0.802
-1,-1,-1,0.76
-1,-1,-1,1.14
